"positive","pos_iwf","negative","neg_iwf"
"chivalrous",1.146128035678238,"beggarly",1.146128035678238
"chivalry",1.146128035678238,"begging",1.146128035678238
"civility",1.146128035678238,"beguile",1.146128035678238
"civilize",1.146128035678238,"belabor",1.146128035678238
"clarity",1.146128035678238,"belated",1.146128035678238
"classic",1.146128035678238,"beleaguer",1.146128035678238
"classy",1.146128035678238,"belie",1.146128035678238
"clean",1.146128035678238,"belittle",0.8450980400142568
"cleaner",1.146128035678238,"belittled",1.146128035678238
"cleanest",1.146128035678238,"belittling",0.8450980400142568
"cleanliness",1.146128035678238,"bellicose",1.146128035678238
"cleanly",0.8450980400142568,"belligerence",1.146128035678238
"clear",0.4471580313422192,"belligerent",1.146128035678238
"clear-cut",1.146128035678238,"belligerently",1.146128035678238
"cleared",1.146128035678238,"bemoan",1.146128035678238
"clearer",1.146128035678238,"bemoaning",1.146128035678238
"clearly",0.6690067809585756,"bemused",1.146128035678238
"clears",1.146128035678238,"bent",1.146128035678238
"clever",1.146128035678238,"berate",1.146128035678238
"cleverly",1.146128035678238,"bereave",1.146128035678238
"cohere",1.146128035678238,"bereavement",1.146128035678238
"coherence",1.146128035678238,"bereft",1.146128035678238
"coherent",1.146128035678238,"berserk",1.146128035678238
"cohesive",1.146128035678238,"beseech",1.146128035678238
"colorful",1.146128035678238,"beset",1.146128035678238
"comely",1.146128035678238,"besiege",1.146128035678238
"comfort",1.146128035678238,"besmirch",1.146128035678238
"comfortable",0.6690067809585756,"bestial",1.146128035678238
"comfortably",1.146128035678238,"betray",1.146128035678238
"comforting",1.146128035678238,"betrayal",1.146128035678238
"comfy",1.146128035678238,"betrayals",1.146128035678238
"commend",1.146128035678238,"betrayer",1.146128035678238
"commendable",1.146128035678238,"betraying",1.146128035678238
"commendably",1.146128035678238,"betrays",1.146128035678238
"commitment",0.8450980400142568,"bewail",1.146128035678238
"commodious",1.146128035678238,"beware",1.146128035678238
"compact",1.146128035678238,"bewilder",1.146128035678238
"compactly",1.146128035678238,"bewildered",1.146128035678238
"compassion",1.146128035678238,"bewildering",1.146128035678238
"compassionate",1.146128035678238,"bewilderingly",1.146128035678238
"compatible",1.146128035678238,"bewilderment",1.146128035678238
"competitive",1.146128035678238,"bewitch",1.146128035678238
"complement",1.146128035678238,"bias",0.8450980400142568
"complementary",1.146128035678238,"biased",1.146128035678238
"complemented",1.146128035678238,"biases",1.146128035678238
"complements",1.146128035678238,"bicker",1.146128035678238
"compliant",1.146128035678238,"bickering",1.146128035678238
"compliment",1.146128035678238,"bid-rigging",1.146128035678238
"complimentary",1.146128035678238,"bigotries",1.146128035678238
"comprehensive",1.146128035678238,"bigotry",0.8450980400142568
"conciliate",1.146128035678238,"bitch",1.146128035678238
"conciliatory",1.146128035678238,"bitchy",1.146128035678238
"concise",1.146128035678238,"biting",1.146128035678238
"confidence",1.146128035678238,"bitingly",1.146128035678238
"confident",1.146128035678238,"bitter",1.146128035678238
"congenial",1.146128035678238,"bitterly",1.146128035678238
"congratulate",1.146128035678238,"bitterness",1.146128035678238
"congratulation",1.146128035678238,"bizarre",1.146128035678238
"congratulations",1.146128035678238,"blab",1.146128035678238
"congratulatory",1.146128035678238,"blabber",1.146128035678238
"conscientious",1.146128035678238,"blackmail",1.146128035678238
"considerate",1.146128035678238,"blah",1.146128035678238
"consistent",0.6690067809585756,"blame",0.8450980400142568
"consistently",0.6690067809585756,"blameworthy",1.146128035678238
"constructive",1.146128035678238,"bland",1.146128035678238
"consummate",1.146128035678238,"blandish",1.146128035678238
"contentment",1.146128035678238,"blaspheme",1.146128035678238
"continuity",1.146128035678238,"blasphemous",1.146128035678238
"contrasty",1.146128035678238,"blasphemy",1.146128035678238
"contribution",1.146128035678238,"blasted",0.8450980400142568
"convenience",1.146128035678238,"blatant",1.146128035678238
"convenient",0.8450980400142568,"blatantly",1.146128035678238
"conveniently",1.146128035678238,"blather",1.146128035678238
"convience",1.146128035678238,"bleak",1.146128035678238
"convienient",1.146128035678238,"bleakly",1.146128035678238
"convient",1.146128035678238,"bleakness",1.146128035678238
"convincing",1.146128035678238,"bleed",1.146128035678238
"convincingly",1.146128035678238,"bleeding",1.146128035678238
"cool",1.146128035678238,"bleeds",1.146128035678238
"coolest",1.146128035678238,"blemish",1.146128035678238
"cooperative",1.146128035678238,"blind",1.146128035678238
"cooperatively",1.146128035678238,"blinding",1.146128035678238
"cornerstone",1.146128035678238,"blindingly",1.146128035678238
"correct",0.8450980400142568,"blindside",1.146128035678238
"correctly",1.146128035678238,"blister",1.146128035678238
"cost-effective",1.146128035678238,"blistering",1.146128035678238
"cost-saving",1.146128035678238,"bloated",1.146128035678238
"counter-attack",1.146128035678238,"blockage",1.146128035678238
"counter-attacks",1.146128035678238,"blockhead",1.146128035678238
"courage",1.146128035678238,"bloodshed",1.146128035678238
"courageous",1.146128035678238,"bloodthirsty",1.146128035678238
"courageously",1.146128035678238,"bloody",1.146128035678238
"courageousness",1.146128035678238,"blotchy",1.146128035678238
"courteous",1.146128035678238,"blow",1.146128035678238
"courtly",1.146128035678238,"blunder",1.146128035678238
"covenant",1.146128035678238,"blundering",1.146128035678238
"cozy",1.146128035678238,"blunders",1.146128035678238
"creative",1.146128035678238,"blunt",1.146128035678238
"credence",1.146128035678238,"blur",1.146128035678238
"credible",1.146128035678238,"bluring",1.146128035678238
"crisp",1.146128035678238,"blurred",1.146128035678238
"crisper",1.146128035678238,"blurring",1.146128035678238
"cure",1.146128035678238,"blurry",1.146128035678238
"cure-all",1.146128035678238,"blurs",1.146128035678238
"cushy",1.146128035678238,"blurt",1.146128035678238
"cute",1.146128035678238,"boastful",1.146128035678238
"cuteness",1.146128035678238,"boggle",1.146128035678238
"danke",1.146128035678238,"bogus",1.146128035678238
"danken",1.146128035678238,"boil",1.146128035678238
"daring",1.146128035678238,"boiling",1.146128035678238
"daringly",1.146128035678238,"boisterous",1.146128035678238
"darling",1.146128035678238,"bomb",1.146128035678238
"dashing",1.146128035678238,"bombard",1.146128035678238
"dauntless",1.146128035678238,"bombardment",1.146128035678238
"dawn",1.146128035678238,"bombastic",1.146128035678238
"dazzle",1.146128035678238,"bondage",1.146128035678238
"dazzled",1.146128035678238,"bonkers",1.146128035678238
"dazzling",1.146128035678238,"bore",1.146128035678238
"dead-cheap",1.146128035678238,"bored",1.146128035678238
"dead-on",1.146128035678238,"boredom",1.146128035678238
"decency",0.8450980400142568,"bores",1.146128035678238
"decent",1.146128035678238,"boring",1.146128035678238
"decisive",1.146128035678238,"botch",1.146128035678238
"decisiveness",1.146128035678238,"bother",1.146128035678238
"dedicated",1.146128035678238,"bothered",0.8450980400142568
"defeat",0.8450980400142568,"bothering",1.146128035678238
"defeated",1.146128035678238,"bothers",1.146128035678238
"defeating",1.146128035678238,"bothersome",1.146128035678238
"defeats",1.146128035678238,"bowdlerize",1.146128035678238
"defender",1.146128035678238,"boycott",1.146128035678238
"deference",1.146128035678238,"braggart",1.146128035678238
"deft",1.146128035678238,"bragger",1.146128035678238
"deginified",1.146128035678238,"brainless",1.146128035678238
"delectable",1.146128035678238,"brainwash",1.146128035678238
"delicacy",1.146128035678238,"brash",0.8450980400142568
"delicate",1.146128035678238,"brashly",1.146128035678238
"delicious",1.146128035678238,"brashness",1.146128035678238
"delight",1.146128035678238,"brat",1.146128035678238
"delighted",1.146128035678238,"bravado",1.146128035678238
"delightful",1.146128035678238,"brazen",1.146128035678238
"delightfully",1.146128035678238,"brazenly",1.146128035678238
"delightfulness",1.146128035678238,"brazenness",1.146128035678238
"dependable",1.146128035678238,"breach",1.146128035678238
"dependably",1.146128035678238,"break",0.8450980400142568
"deservedly",1.146128035678238,"break-up",1.146128035678238
"deserving",1.146128035678238,"break-ups",1.146128035678238
"desirable",1.146128035678238,"breakdown",1.146128035678238
"desiring",1.146128035678238,"breaking",0.8450980400142568
"desirous",1.146128035678238,"breaks",1.146128035678238
"destiny",1.146128035678238,"breakup",1.146128035678238
"detachable",1.146128035678238,"breakups",1.146128035678238
"devout",1.146128035678238,"bribery",1.146128035678238
"dexterous",1.146128035678238,"brimstone",1.146128035678238
"dexterously",1.146128035678238,"bristle",1.146128035678238
"dextrous",1.146128035678238,"brittle",1.146128035678238
"dignified",1.146128035678238,"broke",1.146128035678238
"dignify",1.146128035678238,"broken",0.8450980400142568
"dignity",1.146128035678238,"broken-hearted",1.146128035678238
"diligence",1.146128035678238,"brood",1.146128035678238
"diligent",1.146128035678238,"browbeat",1.146128035678238
"diligently",1.146128035678238,"bruise",1.146128035678238
"diplomatic",1.146128035678238,"bruised",1.146128035678238
"dirt-cheap",1.146128035678238,"bruises",1.146128035678238
"distinction",1.146128035678238,"bruising",1.146128035678238
"distinctive",1.146128035678238,"brusque",1.146128035678238
"distinguished",1.146128035678238,"brutal",0.6690067809585756
"diversified",1.146128035678238,"brutalising",1.146128035678238
"divine",1.146128035678238,"brutalities",1.146128035678238
"divinely",1.146128035678238,"brutality",1.146128035678238
"dominate",1.146128035678238,"brutalize",1.146128035678238
"dominated",1.146128035678238,"brutalizing",1.146128035678238
"dominates",1.146128035678238,"brutally",1.146128035678238
"dote",1.146128035678238,"brute",1.146128035678238
"dotingly",1.146128035678238,"brutish",1.146128035678238
"doubtless",1.146128035678238,"bs",1.146128035678238
"dreamland",1.146128035678238,"buckle",1.146128035678238
"dumbfounded",1.146128035678238,"bug",1.146128035678238
"dumbfounding",1.146128035678238,"bugging",1.146128035678238
"dummy-proof",1.146128035678238,"buggy",1.146128035678238
"durable",0.8450980400142568,"bugs",1.146128035678238
"dynamic",1.146128035678238,"bulkier",1.146128035678238
"eager",1.146128035678238,"bulkiness",1.146128035678238
"eagerly",1.146128035678238,"bulky",1.146128035678238
"eagerness",1.146128035678238,"bulkyness",1.146128035678238
"earnest",1.146128035678238,"bull****",1.146128035678238
"earnestly",1.146128035678238,"bull----",1.146128035678238
"earnestness",1.146128035678238,"bullies",1.146128035678238
"ease",1.146128035678238,"bullshit",1.146128035678238
"eased",1.146128035678238,"bullshyt",1.146128035678238
"eases",1.146128035678238,"bully",1.146128035678238
"easier",1.146128035678238,"bullying",1.146128035678238
"easiest",1.146128035678238,"bullyingly",1.146128035678238
"easiness",1.146128035678238,"bum",1.146128035678238
"easing",1.146128035678238,"bump",1.146128035678238
"easy",0.8450980400142568,"bumped",1.146128035678238
"easy-to-use",1.146128035678238,"bumping",1.146128035678238
"easygoing",1.146128035678238,"bumpping",1.146128035678238
"ebullience",1.146128035678238,"bumps",1.146128035678238
"ebullient",1.146128035678238,"bumpy",1.146128035678238
"ebulliently",1.146128035678238,"bungle",1.146128035678238
"ecenomical",1.146128035678238,"bungler",1.146128035678238
"economical",1.146128035678238,"bungling",1.146128035678238
"ecstasies",1.146128035678238,"bunk",1.146128035678238
"ecstasy",1.146128035678238,"burden",1.146128035678238
"ecstatic",1.146128035678238,"burdensome",1.146128035678238
"ecstatically",1.146128035678238,"burdensomely",1.146128035678238
"edify",1.146128035678238,"burn",1.146128035678238
"educated",1.146128035678238,"burned",1.146128035678238
"effective",0.8450980400142568,"burning",1.146128035678238
"effectively",1.146128035678238,"burns",1.146128035678238
"effectiveness",1.146128035678238,"bust",1.146128035678238
"effectual",1.146128035678238,"busts",1.146128035678238
"efficacious",1.146128035678238,"busybody",1.146128035678238
"efficient",1.146128035678238,"butcher",1.146128035678238
"efficiently",1.146128035678238,"butchery",1.146128035678238
"effortless",1.146128035678238,"buzzing",1.146128035678238
"effortlessly",1.146128035678238,"byzantine",1.146128035678238
"effusion",1.146128035678238,"cackle",1.146128035678238
"effusive",1.146128035678238,"calamities",1.146128035678238
"effusively",1.146128035678238,"calamitous",1.146128035678238
"effusiveness",1.146128035678238,"calamitously",1.146128035678238
"elan",1.146128035678238,"calamity",1.146128035678238
"elate",1.146128035678238,"callous",1.146128035678238
"elated",1.146128035678238,"calumniate",1.146128035678238
"elatedly",1.146128035678238,"calumniation",1.146128035678238
"elation",1.146128035678238,"calumnies",1.146128035678238
"electrify",1.146128035678238,"calumnious",1.146128035678238
"elegance",1.146128035678238,"calumniously",1.146128035678238
"elegant",1.146128035678238,"calumny",1.146128035678238
"elegantly",1.146128035678238,"cancer",0.8450980400142568
"elevate",0.8450980400142568,"cancerous",1.146128035678238
"elite",0.8450980400142568,"cannibal",1.146128035678238
"eloquence",1.146128035678238,"cannibalize",1.146128035678238
"eloquent",1.146128035678238,"capitulate",1.146128035678238
"eloquently",1.146128035678238,"capricious",1.146128035678238
"embolden",1.146128035678238,"capriciously",1.146128035678238
"eminence",1.146128035678238,"capriciousness",1.146128035678238
"eminent",1.146128035678238,"capsize",1.146128035678238
"empathize",1.146128035678238,"careless",1.146128035678238
"empathy",1.146128035678238,"carelessness",1.146128035678238
