"positive","pos_iwf","negative","neg_iwf"
"breathtaking",1.2787536009528289,"back-logged",1.2787536009528289
"breathtakingly",1.2787536009528289,"back-wood",1.2787536009528289
"breeze",1.2787536009528289,"back-woods",1.2787536009528289
"bright",1.2787536009528289,"backache",1.2787536009528289
"brighten",1.2787536009528289,"backaches",1.2787536009528289
"brighter",1.2787536009528289,"backaching",1.2787536009528289
"brightest",1.2787536009528289,"backbite",1.2787536009528289
"brilliance",1.2787536009528289,"backbiting",1.2787536009528289
"brilliances",1.2787536009528289,"backward",1.2787536009528289
"brilliant",1.2787536009528289,"backwardness",1.2787536009528289
"brilliantly",1.2787536009528289,"backwood",1.2787536009528289
"brisk",1.2787536009528289,"backwoods",1.2787536009528289
"brotherly",1.2787536009528289,"bad",0.9777236052888477
"bullish",1.2787536009528289,"badly",1.2787536009528289
"buoyant",1.2787536009528289,"baffle",1.2787536009528289
"cajole",1.2787536009528289,"baffled",1.2787536009528289
"calm",1.2787536009528289,"bafflement",1.2787536009528289
"calming",1.2787536009528289,"baffling",1.2787536009528289
"calmness",1.2787536009528289,"bait",1.2787536009528289
"capability",1.2787536009528289,"balk",1.2787536009528289
"capable",1.2787536009528289,"banal",1.2787536009528289
"capably",1.2787536009528289,"banalize",1.2787536009528289
"captivate",1.2787536009528289,"bane",1.2787536009528289
"captivating",1.2787536009528289,"banish",1.2787536009528289
"carefree",1.2787536009528289,"banishment",1.2787536009528289
"cashback",1.2787536009528289,"bankrupt",1.2787536009528289
"cashbacks",1.2787536009528289,"barbarian",1.2787536009528289
"catchy",1.2787536009528289,"barbaric",1.2787536009528289
"celebrate",1.2787536009528289,"barbarically",1.2787536009528289
"celebrated",1.2787536009528289,"barbarity",1.2787536009528289
"celebration",1.2787536009528289,"barbarous",1.2787536009528289
"celebratory",1.2787536009528289,"barbarously",1.2787536009528289
"champ",1.2787536009528289,"barren",1.2787536009528289
"champion",1.2787536009528289,"baseless",1.2787536009528289
"charisma",1.2787536009528289,"bash",1.2787536009528289
"charismatic",1.2787536009528289,"bashed",1.2787536009528289
"charitable",1.2787536009528289,"bashful",1.2787536009528289
"charm",1.2787536009528289,"bashing",1.2787536009528289
"charming",1.2787536009528289,"bastard",1.2787536009528289
"charmingly",1.2787536009528289,"bastards",1.2787536009528289
"chaste",1.2787536009528289,"battered",1.2787536009528289
"cheaper",1.2787536009528289,"battering",1.2787536009528289
"cheapest",1.2787536009528289,"batty",1.2787536009528289
"cheer",1.2787536009528289,"bearish",1.2787536009528289
"cheerful",1.2787536009528289,"beastly",1.2787536009528289
"cheery",1.2787536009528289,"bedlam",1.2787536009528289
"cherish",1.2787536009528289,"bedlamite",1.2787536009528289
"cherished",1.2787536009528289,"befoul",1.2787536009528289
"cherub",1.2787536009528289,"beg",1.2787536009528289
"chic",1.2787536009528289,"beggar",1.2787536009528289
"chivalrous",1.2787536009528289,"beggarly",1.2787536009528289
"chivalry",1.2787536009528289,"begging",1.2787536009528289
"civility",1.2787536009528289,"beguile",1.2787536009528289
"civilize",1.2787536009528289,"belabor",1.2787536009528289
"clarity",1.2787536009528289,"belated",1.2787536009528289
"classic",1.2787536009528289,"beleaguer",1.2787536009528289
"classy",1.2787536009528289,"belie",1.2787536009528289
"clean",1.2787536009528289,"belittle",1.2787536009528289
"cleaner",1.2787536009528289,"belittled",1.2787536009528289
"cleanest",1.2787536009528289,"belittling",1.2787536009528289
"cleanliness",1.2787536009528289,"bellicose",1.2787536009528289
"cleanly",1.2787536009528289,"belligerence",1.2787536009528289
"clear",1.2787536009528289,"belligerent",1.2787536009528289
"clear-cut",1.2787536009528289,"belligerently",1.2787536009528289
"cleared",1.2787536009528289,"bemoan",1.2787536009528289
"clearer",1.2787536009528289,"bemoaning",1.2787536009528289
"clearly",1.2787536009528289,"bemused",1.2787536009528289
"clears",1.2787536009528289,"bent",1.2787536009528289
"clever",1.2787536009528289,"berate",1.2787536009528289
"cleverly",1.2787536009528289,"bereave",1.2787536009528289
"cohere",1.2787536009528289,"bereavement",1.2787536009528289
"coherence",1.2787536009528289,"bereft",1.2787536009528289
"coherent",1.2787536009528289,"berserk",1.2787536009528289
"cohesive",1.2787536009528289,"beseech",1.2787536009528289
"colorful",1.2787536009528289,"beset",1.2787536009528289
"comely",1.2787536009528289,"besiege",1.2787536009528289
"comfort",1.2787536009528289,"besmirch",1.2787536009528289
"comfortable",1.2787536009528289,"bestial",1.2787536009528289
"comfortably",1.2787536009528289,"betray",1.2787536009528289
"comforting",1.2787536009528289,"betrayal",1.2787536009528289
"comfy",1.2787536009528289,"betrayals",1.2787536009528289
"commend",1.2787536009528289,"betrayer",1.2787536009528289
"commendable",1.2787536009528289,"betraying",1.2787536009528289
"commendably",1.2787536009528289,"betrays",1.2787536009528289
"commitment",1.2787536009528289,"bewail",1.2787536009528289
"commodious",1.2787536009528289,"beware",1.2787536009528289
"compact",1.2787536009528289,"bewilder",1.2787536009528289
"compactly",1.2787536009528289,"bewildered",1.2787536009528289
"compassion",1.2787536009528289,"bewildering",1.2787536009528289
"compassionate",1.2787536009528289,"bewilderingly",1.2787536009528289
"compatible",1.2787536009528289,"bewilderment",1.2787536009528289
"competitive",1.2787536009528289,"bewitch",1.2787536009528289
"complement",1.2787536009528289,"bias",1.2787536009528289
"complementary",1.2787536009528289,"biased",1.2787536009528289
"complemented",1.2787536009528289,"biases",1.2787536009528289
"complements",1.2787536009528289,"bicker",1.2787536009528289
"compliant",1.2787536009528289,"bickering",1.2787536009528289
"compliment",1.2787536009528289,"bid-rigging",1.2787536009528289
"complimentary",1.2787536009528289,"bigotries",1.2787536009528289
"comprehensive",1.2787536009528289,"bigotry",1.2787536009528289
"conciliate",1.2787536009528289,"bitch",1.2787536009528289
"conciliatory",1.2787536009528289,"bitchy",1.2787536009528289
"concise",1.2787536009528289,"biting",1.2787536009528289
"confidence",1.2787536009528289,"bitingly",1.2787536009528289
"confident",1.2787536009528289,"bitter",1.2787536009528289
"congenial",1.2787536009528289,"bitterly",1.2787536009528289
"congratulate",1.2787536009528289,"bitterness",1.2787536009528289
"congratulation",1.2787536009528289,"bizarre",1.2787536009528289
"congratulations",1.2787536009528289,"blab",1.2787536009528289
"congratulatory",1.2787536009528289,"blabber",1.2787536009528289
"conscientious",1.2787536009528289,"blackmail",1.2787536009528289
"considerate",1.2787536009528289,"blah",1.2787536009528289
"consistent",1.2787536009528289,"blame",1.2787536009528289
"consistently",1.2787536009528289,"blameworthy",1.2787536009528289
"constructive",1.2787536009528289,"bland",1.2787536009528289
"consummate",1.2787536009528289,"blandish",1.2787536009528289
"contentment",1.2787536009528289,"blaspheme",1.2787536009528289
"continuity",1.2787536009528289,"blasphemous",1.2787536009528289
"contrasty",1.2787536009528289,"blasphemy",1.2787536009528289
"contribution",1.2787536009528289,"blasted",1.2787536009528289
"convenience",1.2787536009528289,"blatant",1.2787536009528289
"convenient",1.2787536009528289,"blatantly",1.2787536009528289
"conveniently",1.2787536009528289,"blather",1.2787536009528289
"convience",1.2787536009528289,"bleak",1.2787536009528289
"convienient",1.2787536009528289,"bleakly",1.2787536009528289
"convient",1.2787536009528289,"bleakness",1.2787536009528289
"convincing",1.2787536009528289,"bleed",1.2787536009528289
"convincingly",1.2787536009528289,"bleeding",1.2787536009528289
"cool",1.2787536009528289,"bleeds",1.2787536009528289
"coolest",1.2787536009528289,"blemish",1.2787536009528289
"cooperative",1.2787536009528289,"blind",1.2787536009528289
"cooperatively",1.2787536009528289,"blinding",1.2787536009528289
"cornerstone",1.2787536009528289,"blindingly",1.2787536009528289
"correct",1.2787536009528289,"blindside",1.2787536009528289
"correctly",1.2787536009528289,"blister",1.2787536009528289
"cost-effective",1.2787536009528289,"blistering",1.2787536009528289
"cost-saving",1.2787536009528289,"bloated",1.2787536009528289
"counter-attack",1.2787536009528289,"blockage",1.2787536009528289
"counter-attacks",1.2787536009528289,"blockhead",1.2787536009528289
"courage",1.2787536009528289,"bloodshed",1.2787536009528289
"courageous",1.2787536009528289,"bloodthirsty",1.2787536009528289
"courageously",1.2787536009528289,"bloody",1.2787536009528289
"courageousness",1.2787536009528289,"blotchy",1.2787536009528289
"courteous",1.2787536009528289,"blow",1.2787536009528289
"courtly",1.2787536009528289,"blunder",1.2787536009528289
"covenant",1.2787536009528289,"blundering",1.2787536009528289
"cozy",1.2787536009528289,"blunders",1.2787536009528289
"creative",1.2787536009528289,"blunt",1.2787536009528289
"credence",1.2787536009528289,"blur",1.2787536009528289
"credible",1.2787536009528289,"bluring",1.2787536009528289
"crisp",1.2787536009528289,"blurred",1.2787536009528289
"crisper",1.2787536009528289,"blurring",1.2787536009528289
"cure",1.2787536009528289,"blurry",1.2787536009528289
"cure-all",1.2787536009528289,"blurs",1.2787536009528289
"cushy",1.2787536009528289,"blurt",1.2787536009528289
"cute",1.2787536009528289,"boastful",1.2787536009528289
"cuteness",1.2787536009528289,"boggle",1.2787536009528289
"danke",1.2787536009528289,"bogus",1.2787536009528289
"danken",1.2787536009528289,"boil",1.2787536009528289
"daring",1.2787536009528289,"boiling",1.2787536009528289
"daringly",1.2787536009528289,"boisterous",1.2787536009528289
"darling",1.2787536009528289,"bomb",1.2787536009528289
"dashing",1.2787536009528289,"bombard",1.2787536009528289
"dauntless",1.2787536009528289,"bombardment",1.2787536009528289
"dawn",1.2787536009528289,"bombastic",1.2787536009528289
"dazzle",1.2787536009528289,"bondage",1.2787536009528289
"dazzled",1.2787536009528289,"bonkers",1.2787536009528289
"dazzling",1.2787536009528289,"bore",1.2787536009528289
"dead-cheap",1.2787536009528289,"bored",1.2787536009528289
"dead-on",1.2787536009528289,"boredom",1.2787536009528289
"decency",1.2787536009528289,"bores",1.2787536009528289
"decent",1.2787536009528289,"boring",1.2787536009528289
"decisive",1.2787536009528289,"botch",1.2787536009528289
"decisiveness",1.2787536009528289,"bother",1.2787536009528289
"dedicated",0.9777236052888477,"bothered",1.2787536009528289
"defeat",1.2787536009528289,"bothering",1.2787536009528289
"defeated",1.2787536009528289,"bothers",1.2787536009528289
"defeating",1.2787536009528289,"bothersome",1.2787536009528289
"defeats",1.2787536009528289,"bowdlerize",1.2787536009528289
"defender",1.2787536009528289,"boycott",1.2787536009528289
"deference",1.2787536009528289,"braggart",1.2787536009528289
"deft",1.2787536009528289,"bragger",1.2787536009528289
"deginified",1.2787536009528289,"brainless",1.2787536009528289
"delectable",1.2787536009528289,"brainwash",1.2787536009528289
"delicacy",1.2787536009528289,"brash",1.2787536009528289
"delicate",1.2787536009528289,"brashly",1.2787536009528289
"delicious",1.2787536009528289,"brashness",1.2787536009528289
"delight",1.2787536009528289,"brat",1.2787536009528289
"delighted",1.2787536009528289,"bravado",1.2787536009528289
"delightful",1.2787536009528289,"brazen",1.2787536009528289
"delightfully",1.2787536009528289,"brazenly",1.2787536009528289
"delightfulness",1.2787536009528289,"brazenness",1.2787536009528289
"dependable",1.2787536009528289,"breach",1.2787536009528289
"dependably",1.2787536009528289,"break",1.2787536009528289
"deservedly",1.2787536009528289,"break-up",1.2787536009528289
"deserving",1.2787536009528289,"break-ups",1.2787536009528289
"desirable",1.2787536009528289,"breakdown",1.2787536009528289
"desiring",1.2787536009528289,"breaking",1.2787536009528289
"desirous",1.2787536009528289,"breaks",1.2787536009528289
"destiny",1.2787536009528289,"breakup",1.2787536009528289
"detachable",1.2787536009528289,"breakups",1.2787536009528289
"devout",1.2787536009528289,"bribery",1.2787536009528289
"dexterous",1.2787536009528289,"brimstone",1.2787536009528289
"dexterously",1.2787536009528289,"bristle",1.2787536009528289
"dextrous",1.2787536009528289,"brittle",1.2787536009528289
"dignified",1.2787536009528289,"broke",1.2787536009528289
"dignify",1.2787536009528289,"broken",1.2787536009528289
"dignity",1.2787536009528289,"broken-hearted",1.2787536009528289
"diligence",1.2787536009528289,"brood",1.2787536009528289
"diligent",1.2787536009528289,"browbeat",1.2787536009528289
"diligently",1.2787536009528289,"bruise",1.2787536009528289
"diplomatic",1.2787536009528289,"bruised",1.2787536009528289
"dirt-cheap",1.2787536009528289,"bruises",1.2787536009528289
"distinction",1.2787536009528289,"bruising",1.2787536009528289
"distinctive",1.2787536009528289,"brusque",1.2787536009528289
"distinguished",1.2787536009528289,"brutal",1.2787536009528289
"diversified",1.2787536009528289,"brutalising",1.2787536009528289
"divine",1.2787536009528289,"brutalities",1.2787536009528289
"divinely",1.2787536009528289,"brutality",1.2787536009528289
"dominate",1.2787536009528289,"brutalize",1.2787536009528289
"dominated",1.2787536009528289,"brutalizing",1.2787536009528289
"dominates",1.2787536009528289,"brutally",1.2787536009528289
"dote",1.2787536009528289,"brute",1.2787536009528289
"dotingly",1.2787536009528289,"brutish",1.2787536009528289
"doubtless",1.2787536009528289,"bs",1.2787536009528289
"dreamland",1.2787536009528289,"buckle",1.2787536009528289
"dumbfounded",1.2787536009528289,"bug",1.2787536009528289
"dumbfounding",1.2787536009528289,"bugging",1.2787536009528289
"dummy-proof",1.2787536009528289,"buggy",1.2787536009528289
"durable",1.2787536009528289,"bugs",1.2787536009528289
"dynamic",1.2787536009528289,"bulkier",1.2787536009528289
"eager",1.2787536009528289,"bulkiness",1.2787536009528289
"eagerly",1.2787536009528289,"bulky",1.2787536009528289
"eagerness",1.2787536009528289,"bulkyness",1.2787536009528289
"earnest",1.2787536009528289,"bull****",1.2787536009528289
"earnestly",1.2787536009528289,"bull----",1.2787536009528289
"earnestness",1.2787536009528289,"bullies",1.2787536009528289
"ease",1.2787536009528289,"bullshit",1.2787536009528289
"eased",1.2787536009528289,"bullshyt",1.2787536009528289
"eases",1.2787536009528289,"bully",1.2787536009528289
"easier",1.2787536009528289,"bullying",1.2787536009528289
"easiest",1.2787536009528289,"bullyingly",1.2787536009528289
"easiness",1.2787536009528289,"bum",1.2787536009528289
"easing",1.2787536009528289,"bump",1.2787536009528289
"easy",1.2787536009528289,"bumped",1.2787536009528289
"easy-to-use",1.2787536009528289,"bumping",1.2787536009528289
"easygoing",1.2787536009528289,"bumpping",1.2787536009528289
"ebullience",1.2787536009528289,"bumps",1.2787536009528289
"ebullient",1.2787536009528289,"bumpy",1.2787536009528289
"ebulliently",1.2787536009528289,"bungle",1.2787536009528289
"ecenomical",1.2787536009528289,"bungler",1.2787536009528289
"economical",1.2787536009528289,"bungling",1.2787536009528289
"ecstasies",1.2787536009528289,"bunk",1.2787536009528289
"ecstasy",1.2787536009528289,"burden",1.2787536009528289
"ecstatic",1.2787536009528289,"burdensome",1.2787536009528289
"ecstatically",1.2787536009528289,"burdensomely",1.2787536009528289
